,Company Name,MC Link
3849,Leela Packaging,http://www.moneycontrol.com/india/stockpricequote/packaging/leelapackaging/LP01
3850,Italian Jewel,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/italianjewellerymanufacturingcompany/IJM
3851,Genomic Valley,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/genomicvalleybiotech/GVB
3852,Prime Property,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/primepropertydevelopmentcorporation/PPD
3853,Radford Global,http://www.moneycontrol.com/india/stockpricequote/hotels/radfordglobal/RR03
3854,CSL Fin,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cslfinance/CSL01
3855,Maris Spin,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/marisspinners/MS17
3856,Baroda Polyplas,http://www.moneycontrol.com/india/stockpricequote/packaging/barodapolyplast/BP04
3857,Hind Adhesives,http://www.moneycontrol.com/india/stockpricequote/plastics/hindustanadhesives/HA
3858,Step Two Corp,http://www.moneycontrol.com/india/stockpricequote/financegeneral/steptwocorporation/STC01
3859,Mather Pumps,http://www.moneycontrol.com/india/stockpricequote/pumps/matherplattpumps/MPP
3860,Wipro,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W
3861,Jay Rapid Rolle,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jayrapidroller/JRR01
3862,Kama Holdings,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/kamaholdings/SRF03
3863,India Castor,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indiacastor/IC02
3864,Morepen Lab,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/morepenlaboratories/ML06
3865,Ami Computers,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/amicomputersindia/ACI04
3866,Chhattar Ind,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chhattarindustries/CIL01
3867,Jain Plastics,http://www.moneycontrol.com/india/stockpricequote/plastics/jainplastics/JP04
3868,Abhinav Leasing,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/abhinavleasingfinance/ALF03
3869,Apple Mutual,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/applemutualfund/AMF
3870,TIL,http://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL
3871,Steel City Secu,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/steelcitysecurities/SCS09
3872,Diamond Agro,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/diamondagroindustries/DAI01
3873,Haryana Steel,http://www.moneycontrol.com/india/stockpricequote/steelrolling/haryanasteelalloys/HSA
3874,Cyanamid Agr,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/cyanamidagro/CA05
3875,HS India,http://www.moneycontrol.com/india/stockpricequote/hotels/hsindia/HSI01
3876,Gitanjali Gems,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/gitanjaligems/GG03
3877,Infraquest Intl,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/infraquestinternational/CHI01
3878,Aashee Infotech,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/aasheeinfotech/SRO01
3879,Ponds,http://www.moneycontrol.com/india/stockpricequote/personalcare/pondsindia/PI16
3880,Kaycee Ind,http://www.moneycontrol.com/india/stockpricequote/electricequipment/kayceeindustries/KI16
3881,Rashtriya Chem,http://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01
3882,Krisons Elec,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/krisonselectronicssystems/KES
3883,Greenlam Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/greenlamindustries/GI31
3884,Persian Carpet,http://www.moneycontrol.com/india/stockpricequote/trading/persiancarpettextiles/PCT
3885,Stovec Ind,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/stovecindustries/SI41
3886,ATN Telefilms,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/atntelefilms/ATN01
3887,Svaraj Trading ,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/svarajtradingagencies/STA01
3888,Trans Financial,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/transfinancialresources/TFR
3889,Dhampur Sugar,http://www.moneycontrol.com/india/stockpricequote/sugar/dhampursugarmills/DSM
3890,Andhra Petro,http://www.moneycontrol.com/india/stockpricequote/chemicals/andhrapetro/AP09
3891,LCC Infotech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lccinfotech/LCC
3892,Primus Chemical,http://www.moneycontrol.com/india/stockpricequote/chemicals/primuschemicals/PC11
3893,Himatsingka Sei,http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS
3894,Aditya Birla F,http://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR
3895,Corporation Bk,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/corporationbank/CB
3896,KRM Intl,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/krminternational/KRM
3897,Tulip Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/tulipfinance/TFL02
3898,Orissaa Organic,http://www.moneycontrol.com/india/stockpricequote/chemicals/orissaaorganics/OOL
3899,Multi-Arc India,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multiarcindia/MAI02
3900,Modern Dairies,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/moderndairies/MD
3901,Cantriple Plus,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/cantriple+/C12
3902,Besco,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/besco/B
3903,Sree Rayal Petr,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/sreerayalaseemapetrochemicals/SRP02
3904,Perfect Circle,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/perfectcircleindia/PCI05
3905,Anukaran Commer,http://www.moneycontrol.com/india/stockpricequote/trading/anukarancommercialenterprises/ACE01
3906,Voith Paper Fab,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/voithpaperfabrics/VPF01
3907,Aamcol Tools,http://www.moneycontrol.com/india/stockpricequote/machinetools/aamcoltools/AT01
3908,Somany Ceramics,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49
3909,Siddhi Vinayak,http://www.moneycontrol.com/india/stockpricequote/shipping/siddhivinayakshippingcorporation/SVS02
3910,Gujarat Wedge,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gujaratwedgewirescreens/GWW
3911,Panyam Cements,http://www.moneycontrol.com/india/stockpricequote/cementmajor/panyamcementsmineralinds/PCM
3912,Containerway,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/containerwayinternational/CI16
3913,Innovassynth,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/innovassynthinvestments/II17
3914,Pincon Spirit,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/pinconspirit/PS18
3915,Oracle Credit,http://www.moneycontrol.com/india/stockpricequote/financegeneral/oraclecredit/OC11
3916,Amrapali Devlpr,http://www.moneycontrol.com/india/stockpricequote/trading/amrapalidevelopersindia/ADI04
3917,NR Agarwal,http://www.moneycontrol.com/india/stockpricequote/paper/nragarwalindustries/NRA
3918,Milgrey Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/milgreyfinanceinvestments/MFI02
3919,UT,http://www.moneycontrol.com/india/stockpricequote/engineering/ut/UT
3920,MOSt NASDAQ 100,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/motilaloswalmostsharesnasdaq100etf/MOM02
3921,Hartron Network,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/hartronnetworks/HN
3922,Bombay Oxygen,http://www.moneycontrol.com/india/stockpricequote/chemicals/bombayoxygencorporation/BOC01
3923,Upsurge Invest,http://www.moneycontrol.com/india/stockpricequote/financegeneral/upsurgeinvestmentfinance/UIF
3924,Saurashtra Pape,http://www.moneycontrol.com/india/stockpricequote/paper/saurashtrapaper/SP08
3925,GIC Rise 91 MIS,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicrise91mis/GIC04
3926,NBCC (India),http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01
3927,Tosha Inter,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/toshainternational/TI11
3928,Jacquart Chem,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/jacquartchemicalindustries/JCI
3929,APL Apollo,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/aplapollotubes/BT09
3930,Panchsheel Org,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/panchsheelorganics/PO02
3931,Mini Diamonds,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/minidiamondsindia/MDI
3932,Welcome Coir,http://www.moneycontrol.com/india/stockpricequote/rubber/welcomecoirindustries/WCI01
3933,IDI,http://www.moneycontrol.com/india/stockpricequote/chemicals/idi/IDI
3934,Sri Krishna,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/srikrishnadrugs/HDC01
3935,India Forge,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/indiaforgedropstampings/IFD
3936,Jindal Cotex,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/jindalcotex/JC
3937,Sagarsoft India,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sagarsoftindia/SI63
3938,Ocean Knits Ltd,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/oceanknits/OKL
3939,Rane Brake,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/ranebrakelinings/RBL01
3940,Snowman Logist,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/snowmanlogistics/SL17
3941,Monotype India ,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/monotypeindia/MIL05
3942,Mac Charles,http://www.moneycontrol.com/india/stockpricequote/hotels/maccharlesindia/MCI
3943,MBL Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mblinfrastructures/MI06
3944,IND Renewable,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/indrenewableenergy/VPI03
3945,Advance Power,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/advancepowerinfratech/MF05
3946,Asutosh Ent,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/asutoshenterprises/AEL
3947,United Soyaa,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/unitedsoyaaproducts/USP
3948,Emporis Project,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/emporisprojects/NC05
3949,Sarash India,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sarashindiaminesandmarines/SIM
3950,Jayatma Spin,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/jayatmaspinners/JS9
3951,Continent Chem,http://www.moneycontrol.com/india/stockpricequote/detergents/continentalchemicals/CC09
3952,Sawaca Fin,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sawacafinance/SF19
3953,Soma Textile,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/somatextilesindustries/STI03
3954,Rinki Petro,http://www.moneycontrol.com/india/stockpricequote/chemicals/rinkipetrochemicalsindustries/RPI03
3955,Guj Tele Cables,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/gujarattelephonecables/GTC01
3956,Eco Recycling,http://www.moneycontrol.com/india/stockpricequote/computershardware/ecorecycling/IS10
3957,Meenakshi Ent,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/meenakshienterprises/ME15
3958,ST Corporation,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/stcorporation/MYP
3959,Appollo Stones ,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/appollostones/ASL03
3960,Vijay Shanthi,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/vijayshanthifinance/VSF01
3961,Vital Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/vitalfoods/VF03
3962,Mercury Phyto,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mercuryphytochem/MP07
3963,Interlink Petro,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/interlinkpetroleum/IP05
3964,Savera Ind,http://www.moneycontrol.com/india/stockpricequote/hotels/saveraindustries/SH
3965,Kothari Global,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kothariglobal/KG02
3966,Alang Ind Gases,http://www.moneycontrol.com/india/stockpricequote/chemicals/alangindustriesgases/AIG
3967,Europlast India,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/europlastindia/EI09
3968,SEL Mgf Company,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/selmanufacturingcompany/SMC01
3969,Modern Malleabl,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/modernmalleables/MM02
3970,Kaushalya Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/kaushalyainfrastructuredevelopmentcorporation/KID
3971,Banswara Syntex,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/banswarasyntex/BS01
3972,Visaka Ind,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/visakaindustries/VI11
3973,Sterling Hosp,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/sterlinggujarathospitals/SGH
3974,Ganesh Benzo,http://www.moneycontrol.com/india/stockpricequote/chemicals/ganeshbenzoplast/GB01
3975,Invicta Meditek,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/invictameditek/IM03
3976,Almondz Global,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/almondzglobalsecurities/AGS
3977,Tokyo Plast,http://www.moneycontrol.com/india/stockpricequote/plastics/tokyoplastinternational/TPI01
3978,Hind Powerplus,http://www.moneycontrol.com/india/stockpricequote/engines/hindustanpowerplus/HP
3979,Rampur Distill,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/rampurdistillerychemicalscompany/RDC
3980,Ellenbarrie Ind,http://www.moneycontrol.com/india/stockpricequote/chemicals/ellenbarrieindustrialgases/EIG01
3981,SSPDL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/sspdl/SSP09
3982,Bharat Immuno,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bharatimmunologicalsbiologicalscorporation/BIB
3983,Max Alert Syste,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxalertsystems/MAS
3984,Rishab Concast ,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/rishabconcast/RCL01
3985,Filatex Fashion,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/filatexfashions/FF08
3986,Raj Television,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/rajtelevisionnetwork/RTN
3987,Valiant Organic,http://www.moneycontrol.com/india/stockpricequote/chemicals/valiantorganics/VO03
3988,Katare Spinning,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/katarespinningmills/KSM02
3989,Bemco Hydraulic,http://www.moneycontrol.com/india/stockpricequote/pumps/bemcohydraulics/BHL01
3990,Sharad Fibres,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sharadfibresyarnprocessors/SFY
3991,Zen Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/zensoftsolutions/ZSS01
3992,Manali Petro,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02
3993,Lotus Chocolate,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/lotuschocolatecompany/LCC01
3994,Uniplas,http://www.moneycontrol.com/india/stockpricequote/plastics/uniplasindia/UI05
3995,Kiran Vyapar,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/kiranvyapar/KV02
3996,Fleetweld,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/fleetweldindia/FI07
3997,Tutis Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tutistechnologies/TT12
3998,Surya Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suryapharmaceutical/SP34
3999,Mohatta and Hec,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/mohattaheckel/MH04
4000,Sslfinance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sslfinance/SSL01
4001,Tera Software,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/terasoftware/TS10
4002,NG Industries,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/ngindustries/NGI
4003,DSP Merrill,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dspmerrilllynch/DSP
4004,Kopran,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kopran/K01
4005,Dolphin Hotels ,http://www.moneycontrol.com/india/stockpricequote/hotels/dolphinhotels/DHL
4006,Sai Silks,http://www.moneycontrol.com/india/stockpricequote/retail/saisilkskalamandir/SSK02
4007,Silverton Spinn,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/silvertonspinners/PC12
4008,Krypton,http://www.moneycontrol.com/india/stockpricequote/tyres/kryptonindustries/KI14
4009,Glittke Granite,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/glittkegranites/GG01
4010,Maitri,http://www.moneycontrol.com/india/stockpricequote/aluminium/maitrienterprises/PA02
4011,Karma Energy,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/karmaenergy/KE9
4012,Longview Tea,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/longviewteacompany/LTC01
4013,Crestworld Mari,http://www.moneycontrol.com/india/stockpricequote/aquaculture/crestworldmarine/CML01
4014,Excel Glasses,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/excelglasses/EG01
4015,Valiant Comm,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/valiantcommunications/VC01
4016,Canbonus,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/canbonus/C03
4017,Meekan Transmis,http://www.moneycontrol.com/india/stockpricequote/electricequipment/meekantransmissions/MTL04
4018,Solis Marketing,http://www.moneycontrol.com/india/stockpricequote/trading/solismarketing/SM22
4019,Layla Textile,http://www.moneycontrol.com/india/stockpricequote/trading/laylatextileandtraders/HP9
4020,Balasore Alloys,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/balasorealloys/BA9
4021,Gammon Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gammoninfrastructureprojects/GIP01
4022,Wimco,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/wimco/W03
4023,Som Phytopharma,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/somphytopharmaindia/SPI11
4024,Intellect Desig,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/intellectdesignarena/IDA
4025,Salasar Techno ,http://www.moneycontrol.com/india/stockpricequote/engineering/salasartechnoengineering/STE02
4026,S Kumars.com,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/skumarscom/SK01
4027,Baroda Alloys,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/barodaalloyscastings/BAC
4028,Guj Craft Ind,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/gujaratcraftindustries/GCI01
4029,Reliance Chemo,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/reliancechemotexindustries/RCI02
4030,Gold Line,http://www.moneycontrol.com/india/stockpricequote/financegeneral/goldlineinternationalfinvest/GLI01
4031,Indo Power Cab,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/indopowercables/IPC02
4032,Biowin Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biowinpharmaindia/BPI03
4033,Mishka Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mishkafinancetrading/PTF
4034,California Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/californiasoftware/CS15
4035,Progressive Ext,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/progressiveextractionsexports/PEE
4036,Shradha Terry,http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/shradhaterryproducts/STP01
4037,Gaurav Mercant,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gauravmercantiles/GM03
4038,Poddar Housing ,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/poddarhousingdevelopment/W13
4039,Sukhchain Cem,http://www.moneycontrol.com/india/stockpricequote/cementmini/sukhchaincements/SCL05
4040,Sunstar Realty,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunstarrealtydevelopment/SRD
4041,Info Drive Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/infodrivesoftware/IDS01
4042,Adhinath Textil,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/adhinathtextiles/AT02
4043,Hella India,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/hellaindialighting/HIL01
4044,Best Boards,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bestboards/BB01
4045,Smart Finsec ,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/smartfinsec/SF27
4046,Darshan Oils,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/darshanoils/DO
4047,Golkonda Alum,http://www.moneycontrol.com/india/stockpricequote/aluminium/golkondaaluminiumextrusions/AIE02
4048,Birla Pacific,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/birlapacificmedspa/BPM
4049,India Polyfibre,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/indiapolyfibres/IP02
4050,MP Agro Fert,http://www.moneycontrol.com/india/stockpricequote/fertilisers/mpagrofertilisers/MPA01
4051,Agro Tech Foods,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/agrotechfoods/ATF
4052,Garware Synth,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/garwaresynthetics/GS02
4053,Nishant Paper,http://www.moneycontrol.com/india/stockpricequote/paper/nishantpapermills/NPM
4054,Thomas Scott,http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/thomasscottindia/TSI01
4055,Tinplate,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/tinplatecompanyindia/TCI02
4056,Chemiesynth,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/chemiesynthvapi/CV02
4057,York Exports,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/yorkexports/YE
4058,JVL Agro Ind,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/jvlagroindustries/JVL01
4059,Lympha Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lymphalaboratories/LL03
4060,STFNCD 2RES,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/stfncd2res/STF14
4061,Bank of Punjab,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/bankpunjab/BP03
4062,Kilitch Drugs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kilitchdrugsindia/KDI
4063,Regent Chemical,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/regentchemicals/RC05
4064,Apple Credit,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/applecreditcorporation/ACC03
4065,Sheraton Pro,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sheratonproperties/SP29
4066,Zenith Global,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/zenithglobalconsultants/ZGC
4067,S S F Ltd,http://www.moneycontrol.com/india/stockpricequote/aquaculture/ssf/SSF03
4068,Oceanic Foods,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/oceanicfoods/OF03
4069,Park Avenue Eng,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/parkavenueengineering/PAE03
4070,Marson's Textil,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/marsonstextiles/MTL05
4071,Avon Life,http://www.moneycontrol.com/india/stockpricequote/chemicals/avonlifesciences/AO02
4072,Vardhman Acryli,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/vardhmanacrylics/VA08
4073,Kirloskar Invt,http://www.moneycontrol.com/india/stockpricequote/financegeneral/kirloskarbrothersinvestments/KBI01
4074,Trinity Trade,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/trinitytradelink/STF06
4075,Rochees Brew,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/rocheesbreweries/RB
4076,Sbi Mag(Tp94,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumtaxprof94/SBI11
4077,BALCO,http://www.moneycontrol.com/india/stockpricequote/balco/balco/BAL
4078,Entegra,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/entegra/E07
4079,Coral Newsprint,http://www.moneycontrol.com/india/stockpricequote/paper/coralnewsprints/CN
4080,EIH,http://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH
4081,Continent Petro,http://www.moneycontrol.com/india/stockpricequote/lubricants/continentalpetroleums/CP06
4082,Sunflow Metals,http://www.moneycontrol.com/india/stockpricequote/miningminerals/sunflowmetals/SM07
4083,Marksans Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21
4084,Vikas Ecotech,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/vikasecotech/VGO01
4085,Aagam Capital,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/aagamcapital/PC18
4086,Oswal Greentech,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/oswalgreentech/OG02
4087,Alka India,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/alkaindia/AI52
4088,Hind Cotex Expo,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/hindustancotexexports/HCE
4089,The Hi-Tech Gea,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/thehitechgears/HTG
4090,Perfect Pack,http://www.moneycontrol.com/india/stockpricequote/packaging/perfectpac/P03
4091,Gujarat Rodrel ,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/gujaratrodrelengineeringproducts/GRE
4092,Aasheesh Sec,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/aasheeshsecurities/AS12
4093,Divine Multi,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/divinemultimediaindia/KF16
4094,LWS Knitwear,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/lwsknitwear/LWS
4095,GE Shipping,http://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
4096,Tapuriah Steels,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/tapuriahsteels/TSL01
4097,Kailash Auto,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/kailashautofinance/KAF
4098,DR Industries,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/drindustries/DRI
4099,Euro Industries,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/euroindustriesindia/EII01
4100,Mold-Tek Pack,http://www.moneycontrol.com/india/stockpricequote/plastics/moldtekpackaging/MTP01
4101,Koa Tools,http://www.moneycontrol.com/india/stockpricequote/engineering/koatoolsindia/KTI03
4102,Star TV,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/startv/STV
4103,Sugam Agro-Tech,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/sugamagrotech/SAT01
4104,Arti Agro Indus,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/artiagroindustries/AAI06
4105,Rusoday and Co,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rusodaycompany/RC08
4106,Rajhans Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/rajhansfoods/RF02
